species,seq_len_atpA,accession_atpA,seq_len_atpB,accession_atpB,seq_len_matK,accession_matK,seq_len_rbcL,accession_rbcL,seq_len_rps4,accession_rps4,seq_len_rps4-trnS,accession_rps4-trnS,seq_len_trnL-trnF,accession_trnL-trnF,total_seq_len,join_by,specimen_voucher,publication
Pteris_navarrensis,1748,KM007638,1171,KM007752,0,NA,1286,KM008204,571,KM007869,375,KM007869,579,KM008094,5730,voucher,rothfels2640,NA
Pteris_nevillei,NA,NA,NA,NA,NA,NA,1186,JX144883,NA,NA,NA,NA,NA,NA,1186,unjoined,hennequin133,Towards a natural classification of Pteridaceae: inferring the
Pteris_normalis,0,NA,0,NA,891,KF289560,1278,KF289690,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn11,NA
Pteris_novae-caledoniae,NA,NA,NA,NA,NA,NA,1281,MW660765,NA,NA,NA,NA,NA,NA,1281,unjoined,mackee19,When it only takes one to tango: assessing the impact of apomixis
Pteris_oppositipinnata,0,NA,0,NA,891,KF289572,1278,KF289702,0,NA,0,NA,0,NA,2169,voucher,ycliu9870,NA
Pteris_orizabae,1019,KM007639,1171,KM007753,0,NA,715,KM008205,571,KM007870,274,KM007870,333,KM007982,4083,voucher,reyesgarcia7311,NA
Pteris_oshimensis,0,NA,0,NA,891,KF289611,1278,KF289741,0,NA,0,NA,0,NA,2169,voucher,yschao1881,NA
Pteris_otaria,0,NA,0,NA,889,KF289536,1278,KF289666,0,NA,0,NA,0,NA,2167,voucher,crfraserjenkinsfn2620070304,NA
Pteris_pallens,1506,KM007641,1278,EF452044,0,NA,1308,EF452160,571,KM007872,221,KM007872,577,KM008096,5461,voucher,janssen2677,NA
Pteris_papuana,0,NA,0,NA,897,KF289625,1278,KF289755,0,NA,0,NA,0,NA,2175,voucher,sitw00424,NA
Pteris_parkeri,0,NA,0,NA,882,KF289575,1278,KF289705,0,NA,0,NA,0,NA,2160,voucher,ckyangsn,NA
Pteris_pearcei,NA,NA,NA,NA,NA,NA,583,MW660762,NA,NA,NA,NA,NA,NA,583,unjoined,fay2711,When it only takes one to tango: assessing the impact of apomixis
Pteris_pellucens,0,NA,0,NA,891,KY705070,1278,KY705068,0,NA,0,NA,0,NA,2169,voucher,cwwade4706,NA
Pteris_pellucida,1706,KM007642,1171,KM007756,0,NA,1286,KM008208,571,KM007873,282,KM007873,555,KM008097,5571,voucher,xia172,NA
Pteris_perrottetii,0,NA,0,NA,900,KF289606,1278,KF289736,0,NA,0,NA,0,NA,2178,voucher,crfraserjenkinsfn215,NA
Pteris_platyzomopsis,0,NA,0,NA,897,KF289519,1278,KF289649,0,NA,0,NA,0,NA,2175,voucher,nmsmith3819,NA
Pteris_podophylla,1733,KM007643,1171,KM007757,0,NA,1286,KM008209,571,KM007874,285,KM007874,570,KM008098,5616,voucher,rothfels3746,NA
Pteris_praestantissima,1706,KM007644,1171,KM007758,0,NA,1286,KM008210,571,KM007875,292,KM007875,566,KM008099,5592,voucher,rothfels2680,NA
Pteris_praetermissa,0,NA,0,NA,891,KF289562,1278,KF289692,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn64,NA
Pteris_preussii,1707,KM007645,1171,KM007759,0,NA,1286,KM008211,571,KM007876,409,KM007876,0,NA,5144,voucher,kamau212,NA
Pteris_propinqua,1506,KM007646,1165,KM007760,901,MF972781,1282,KM008212,571,KM007877,293,KM007877,576,KM008100,6294,voucher,eschuettpelz268,NA
Pteris_pseudolonchitis,NA,NA,NA,NA,NA,NA,1219,JX144884,NA,NA,NA,NA,NA,NA,1219,unjoined,hennequinr147,Towards a natural classification of Pteridaceae: inferring the
Pteris_pseudopellucida,1742,KM007647,1171,KM007761,0,NA,1286,KM008213,571,KM007878,295,KM007878,575,KM008101,5640,voucher,wuws2580,NA
Pteris_pseudosefuricola,NA,NA,NA,NA,NA,NA,1235,AB697632,NA,NA,NA,NA,NA,NA,1235,unjoined,NA,Reconstructing Hybrid Speciation Events in the Pteris cretica Group
Pteris_pteridioides,0,NA,0,NA,891,KF289586,1278,KF289716,0,NA,0,NA,0,NA,2169,voucher,janssen2952,NA
Pteris_puberula,1706,KM007648,1171,KM007762,0,NA,1271,KM008214,571,KM007879,398,KM007879,585,KM008102,5702,voucher,jin11305,NA
Pteris_pungens,1753,KM007649,1171,KM007763,0,NA,1286,KM008215,571,KM007880,362,KM007880,570,KM008103,5713,voucher,rothfels08165,NA
Pteris_purdoniana,NA,NA,NA,NA,NA,NA,1281,MW660760,NA,NA,NA,NA,NA,NA,1281,unjoined,morton8755,When it only takes one to tango: assessing the impact of apomixis
Pteris_quadriaurita,1506,EF452121,1278,EF452058,0,NA,1308,EF452173,0,NA,0,NA,0,NA,4092,voucher,schuettpelz546,NA
Pteris_quadristipitis,1706,KM007650,1171,KM007764,0,NA,1286,KM008216,571,KM007881,135,KM007881,471,KM008104,5340,voucher,sunsn,NA
Pteris_reptans,0,NA,0,NA,891,KF289538,1278,KF289668,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn393,NA
Pteris_roseolilacina,0,NA,0,NA,891,KF289539,1278,KF289669,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn31911,NA
Pteris_rugosifolia,0,NA,0,NA,882,MH151112,1278,MH151102,0,NA,0,NA,0,NA,2160,voucher,pflu22840,NA
Pteris_ryukyuensis,NA,NA,NA,NA,NA,NA,1261,HM582601,NA,NA,NA,NA,NA,NA,1261,unjoined,pflu11375,Extreme Multiple Reticulate Origins of the Pteris cadieri Complex
Pteris_satsumana,0,NA,0,NA,891,KF289610,1278,KF289740,0,NA,0,NA,0,NA,2169,voucher,yschao1853,NA
Pteris_saxatilis,0,NA,1111,GU136779,0,NA,1143,GU136798,0,NA,0,NA,0,NA,2254,voucher,weltp022567,NA
Pteris_scabra,0,NA,0,NA,0,NA,1283,MF972819,572,MF972838,362,MF972838,914,MF972859,3131,voucher,tlepechon1120,NA
Pteris_scabripes,0,NA,0,NA,891,KF289564,1278,KF289694,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn65,NA
Pteris_scabririgens,0,NA,0,NA,891,KF289568,1278,KF289698,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn138,NA
Pteris_schlechteri,0,NA,0,NA,883,KF289540,1278,KF289670,0,NA,0,NA,0,NA,2161,voucher,crfraserjenkinsfn58,NA
Pteris_schwackeana,NA,NA,NA,NA,NA,NA,547,MW660759,NA,NA,NA,NA,NA,NA,547,unjoined,mazziero861,When it only takes one to tango: assessing the impact of apomixis
Pteris_semiadnata,NA,NA,NA,NA,NA,NA,589,MW660758,NA,NA,NA,NA,NA,NA,589,unjoined,solbrig3745,When it only takes one to tango: assessing the impact of apomixis
Pteris_semipinnata,1747,KM007606,1171,KM007721,899,MF972785,1286,KM008171,571,KM007836,237,KM007836,574,KM008061,6485,voucher,eschuettpelz893,NA
Pteris_setulosocostulata,1706,KM007652,1171,KM007766,0,NA,1286,KM008218,571,KM007883,403,KM007883,579,KM008106,5716,voucher,zhangliang1379,NA
Pteris_similis,NA,NA,NA,NA,NA,NA,1281,MW660757,NA,NA,NA,NA,NA,NA,1281,unjoined,carvalho5915,When it only takes one to tango: assessing the impact of apomixis
Pteris_speciosa,1746,KM007653,1171,KM007767,0,NA,1286,KM008219,571,KM007884,277,KM007884,574,KM008107,5625,voucher,nitta777,NA
Pteris_spinescens,0,NA,0,NA,891,KF289565,1278,KF289695,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn113,NA
Pteris_splendens,NA,NA,NA,NA,NA,NA,1143,EF473708,NA,NA,NA,NA,NA,NA,1143,unjoined,prado1131a,"Phylogenetic relationships among Pteridaceae, including Brazilian"
Pteris_splendida,1706,KM007654,1171,KM007768,0,NA,1275,KM008220,571,KM007885,402,KM007885,529,KM008108,5654,voucher,zhang5632,NA
Pteris_stenophylla,NA,NA,NA,NA,NA,NA,1256,MW660756,NA,NA,NA,NA,NA,NA,1256,unjoined,fraserjenkins4945,When it only takes one to tango: assessing the impact of apomixis
Pteris_stridens,NA,NA,NA,NA,NA,NA,872,MW660755,NA,NA,NA,NA,NA,NA,872,unjoined,holdridge1991,When it only takes one to tango: assessing the impact of apomixis
Pteris_subesquirolii,0,NA,0,NA,882,MH151116,1278,MH151106,0,NA,0,NA,0,NA,2160,voucher,pflusn20080727,NA
Pteris_subindivisa,0,NA,0,NA,891,KF289570,1278,KF289700,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn266,NA
Pteris_subquinata,0,NA,0,NA,891,KF289566,1278,KF289696,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn315,NA
Pteris_tahuataensis,0,NA,0,NA,0,NA,1286,MF972821,572,MF972840,286,MF972840,872,MF972861,3016,voucher,kwood10250,NA
Pteris_terminalis,1706,KM007655,1171,KM007769,0,NA,1251,KM008221,571,KM007886,248,KM007886,570,KM008109,5517,voucher,zhangliang1341,NA
Pteris_tibetica,0,NA,0,NA,891,KF289567,1278,KF289697,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn10,NA
Pteris_togoensis,NA,NA,NA,NA,NA,NA,1199,MW660754,NA,NA,NA,NA,NA,NA,1199,unjoined,fay1022,When it only takes one to tango: assessing the impact of apomixis
Pteris_tremula,1705,KM007656,1171,KM007770,893,MF972792,1286,KM008222,571,KM007887,355,KM007887,580,KM008110,6561,voucher,arf3535,NA
Pteris_tricolor,0,NA,0,NA,891,KF289552,1278,KF289682,0,NA,0,NA,0,NA,2169,voucher,crfraserjenkinsfn82,NA
Pteris_tripartita,1747,KM007658,1171,KM007772,907,MF972794,1286,KM008224,571,KM007889,383,KM007889,578,KM008112,6643,voucher,arf3538,NA
Pteris_umbrosa,1738,KM007660,1171,KM007774,0,NA,1286,KM008226,571,KM007891,385,KM007891,575,KM008114,5726,voucher,arf3537,NA
Pteris_usambarensis,1748,KM007662,1171,KM007775,0,NA,1286,KM008228,571,KM007893,352,KM007893,574,KM008116,5702,voucher,kamau388,NA
Pteris_vaupelii,NA,NA,NA,NA,NA,NA,1281,MW660753,NA,NA,NA,NA,NA,NA,1281,unjoined,whistler3794,When it only takes one to tango: assessing the impact of apomixis
Pteris_venulosa,1738,KM007663,1171,KM007776,0,NA,1286,KM008229,571,KM007894,273,KM007894,575,KM008117,5614,voucher,eschuettpelz710,NA
Pteris_venusta,0,NA,0,NA,891,KF289486,1261,HM582650,0,NA,0,NA,0,NA,2152,voucher,yschao873,NA
Pteris_vieillardii,0,NA,0,NA,879,KF289522,1278,KF289652,0,NA,0,NA,906,MT180116,3063,monophy,NA,NA
Pteris_viridissima,1706,KM007664,1171,KM007777,0,NA,1286,KM008230,571,KM007895,405,KM007895,579,KM008118,5718,voucher,zhanghe5944,NA
Pteris_vitiensis,0,NA,0,NA,891,KF289624,1278,KF289754,0,NA,0,NA,0,NA,2169,voucher,sitw00366,NA
Pteris_vittata,1695,KM007665,1171,KM007778,892,MF972798,1286,KM008231,571,KM007896,220,KM007896,572,KM008119,6407,voucher,arf3534,NA
Pteris_warburgii,0,NA,0,NA,882,KF289623,1278,KF289753,0,NA,0,NA,0,NA,2160,voucher,sitw00141,NA
Pteris_woodwardioides,NA,NA,NA,NA,NA,NA,1286,MF972824,NA,NA,NA,NA,NA,NA,1286,unjoined,lepechon1304,Phylogeny and systematics of the braken fern genus Pteris
Pteris_wulaiensis,0,NA,0,NA,891,KF289548,1278,KF289678,0,NA,0,NA,0,NA,2169,voucher,yschao1743,NA
Pteris_xiaoyingiae,1738,KM007670,1171,KM007783,0,NA,1286,KM008236,523,KM007901,397,KM007901,578,KM008124,5693,voucher,zhanghe5326,NA
Pteris_yakuinsularis,NA,NA,NA,NA,NA,NA,1205,AB574848,NA,NA,NA,NA,NA,NA,1205,unjoined,tns762741,Molecular species identification with rich floristic sampling: DNA
Pteris_yamatensis,NA,NA,NA,NA,NA,NA,1235,AB697640,NA,NA,NA,NA,NA,NA,1235,unjoined,NA,Reconstructing Hybrid Speciation Events in the Pteris cretica Group
Pterozonium_brevifrons,1506,EF452124,1183,EF452061,0,NA,1308,EF452175,500,KJ416372,614,KJ416372,0,NA,5111,voucher,schuettpelz285,NA
Pterozonium_cyclosorum,0,NA,0,NA,0,NA,0,NA,578,AF321703,391,AF321703,0,NA,969,voucher,kessler2273,NA
Pterozonium_reniforme,985,KM007579,1163,KM007695,0,NA,1286,KM008238,571,KM007808,618,KM007808,566,KM008035,5189,voucher,vanderwerff16216,NA
Ptisana_ambulans,0,NA,0,NA,0,NA,0,NA,573,MW051627,521,MW051627,0,NA,1094,voucher,taifsitw00629,NA
Ptisana_attenuata,0,NA,1186,AF313546,0,NA,1319,AF313581,0,NA,0,NA,0,NA,2505,voucher,rschmidsn,NA
Ptisana_boninensis,NA,NA,NA,NA,NA,NA,1205,LC484370,NA,NA,NA,NA,NA,NA,1205,unjoined,tns1176751,An update and reassessment of fern and lycophyte diversity data in
Ptisana_decipiens,0,NA,0,NA,0,NA,0,NA,573,MW051625,521,MW051625,0,NA,1094,voucher,taifsitw03102wade2856,NA
Ptisana_fraxinea,0,NA,1215,EU439067,0,NA,1336,EU439088,600,EU439131,524,EU439131,0,NA,3675,monophy,NA,NA
Ptisana_howeana,0,NA,0,NA,0,NA,0,NA,556,EU439128,440,EU439128,0,NA,996,voucher,murdock359ucinculthsu,NA
Ptisana_melanesica,0,NA,1205,EU439069,0,NA,1336,EU439090,600,EU439134,520,EU439134,0,NA,3661,voucher,chase2841kincultkasmarattiawerneri,NA
Ptisana_mertensiana,NA,NA,NA,NA,NA,NA,1282,MT657851,NA,NA,NA,NA,NA,NA,1282,unjoined,dhlorence10151,Biogeography of Pacific pteridophytes in a global context
Ptisana_oreades,0,NA,1205,EU439066,0,NA,1320,EU439087,566,EU439130,469,EU439130,0,NA,3560,voucher,murdock357ucinculthsu,NA
Ptisana_papuana,0,NA,0,NA,0,NA,0,NA,573,MW051635,521,MW051635,0,NA,1094,voucher,taifsitw11631,NA
Ptisana_pellucida,0,NA,0,NA,0,NA,0,NA,600,EU439121,520,EU439121,0,NA,1120,voucher,murdock1073uc,NA
Ptisana_purpurascens,0,NA,1214,EU439068,0,NA,1336,EU439089,570,EU439132,519,EU439132,0,NA,3639,voucher,sstroudsnuc,NA
Ptisana_salicifolia,0,NA,0,NA,0,NA,0,NA,481,EU439133,489,EU439133,0,NA,970,voucher,fventersnuc,NA
Ptisana_salicina,0,NA,1205,EU439063,0,NA,1336,EU439085,600,EU439113,523,EU439113,0,NA,3664,voucher,chase23771kincultk,NA
Ptisana_sambucina,0,NA,0,NA,0,NA,0,NA,600,EU439116,521,EU439116,0,NA,1121,voucher,lambertsnuc,NA
Ptisana_smithii,NA,NA,NA,NA,NA,NA,1280,MT657849,NA,NA,NA,NA,NA,NA,1280,unjoined,taranker2256,Biogeography of Pacific pteridophytes in a global context
Ptisana_squamosa,0,NA,0,NA,0,NA,0,NA,600,EU439119,519,EU439119,0,NA,1119,voucher,cubey169einculte,NA
Ptisana_sylvatica,0,NA,0,NA,0,NA,0,NA,576,EU439117,495,EU439117,0,NA,1071,voucher,awlarsen05210uc,NA
Pyrrosia_abbreviata,0,NA,0,NA,820,KY632941,1277,KY632745,0,NA,0,NA,0,NA,2097,voucher,2923zhangxc,NA
Pyrrosia_adnascens,0,NA,0,NA,0,NA,1273,KY931036,564,KY931187,631,KY931187,836,KY931337,3304,voucher,zhang7064,NA
Pyrrosia_albicans,0,NA,0,NA,0,NA,1273,KY931040,564,KY931191,571,KY931191,720,KY931341,3128,voucher,wade1825,NA
Pyrrosia_angustata,0,NA,0,NA,0,NA,1269,DQ642165,575,DQ642204,627,DQ642204,325,DQ642250,2796,voucher,cultbotgardleidennr970503hovenkampsn,NA
Pyrrosia_angustissima,0,NA,0,NA,0,NA,1273,KY931044,557,KY931195,612,KY931195,839,KY931343,3281,voucher,zhang1038,NA
Pyrrosia_assimilis,0,NA,0,NA,0,NA,1273,KY931049,564,KY931200,565,KY931200,851,KY931348,3253,voucher,wade2475,NA
Pyrrosia_bonii,0,NA,0,NA,820,KY632954,1277,KY632758,0,NA,0,NA,0,NA,2097,voucher,4212guangxicollteam,NA
Pyrrosia_boothii,0,NA,0,NA,820,KY632970,1277,KY632775,0,NA,0,NA,0,NA,2097,voucher,ch0904009wuc,NA
Pyrrosia_christii,0,NA,0,NA,0,NA,1273,KY931058,560,KY931210,566,KY931210,835,KY931355,3234,voucher,wade4223,NA
Pyrrosia_confluens,0,NA,358,KY064551,0,NA,1174,KY064528,0,NA,521,KY064576,0,NA,2053,voucher,p02074,NA
Pyrrosia_costata,0,NA,0,NA,0,NA,1116,KY931059,564,KY931211,619,KY931211,825,KY931356,3124,voucher,ayeyarwadyexped1071,NA
Pyrrosia_davidii,0,NA,0,NA,0,NA,1273,KY931067,564,KY931218,626,KY931218,851,KY931358,3314,voucher,zhang1086,NA
Pyrrosia_distichocarpa,0,NA,358,KY064549,0,NA,1174,KY064520,0,NA,528,KY064572,0,NA,2060,voucher,tns1184183,NA
Pyrrosia_drakeana,0,NA,0,NA,0,NA,1273,KY931068,564,KY931219,573,KY931219,834,KY931359,3244,voucher,chenftzt299,NA
Pyrrosia_eberhardtii,0,NA,0,NA,0,NA,1273,KY931121,564,KY931273,630,KY931273,840,KY931402,3307,voucher,zhang7275,NA
Pyrrosia_eleagnifolia,0,NA,0,NA,0,NA,1307,DQ642166,544,DQ642205,631,DQ642205,292,DQ642251,2774,voucher,cultrbgedinburghcollnr19982312schneidersn,NA
Pyrrosia_ensata,0,NA,358,KY064548,0,NA,1174,KY064523,0,NA,515,KY064571,0,NA,2047,voucher,tns1184171,NA
Pyrrosia_fallax,0,NA,0,NA,0,NA,933,KY931081,560,KY931232,566,KY931232,834,KY931368,2893,voucher,chensitw10494,NA
Pyrrosia_flocculosa,0,NA,0,NA,0,NA,1273,KY931047,564,KY931198,625,KY931198,831,KY931346,3293,voucher,zhang7032,NA
Pyrrosia_foveolata,0,NA,0,NA,0,NA,1304,DQ642167,566,DQ642206,637,DQ642206,287,DQ642252,2794,voucher,cultrbgedinburghcollnr19621476schneidersn,NA
Pyrrosia_glabra,0,NA,0,NA,0,NA,1273,KY931116,563,KY931267,624,KY931267,833,KY931398,3293,voucher,zhang6295,NA
Pyrrosia_hastata,0,NA,358,KY064557,0,NA,1205,AB575296,0,NA,0,NA,0,NA,1563,monophy,NA,NA
Pyrrosia_heteractis,0,NA,0,NA,0,NA,1261,KY931084,564,KY931236,576,KY931236,840,KY931372,3241,voucher,xuzhouylzb1926,NA
Pyrrosia_kinabaluensis,0,NA,0,NA,0,NA,1273,KY931085,564,KY931237,572,KY931237,837,KY931373,3246,voucher,wade4306,NA
Pyrrosia_laevis,NA,NA,NA,NA,NA,NA,531,KY632785,NA,NA,NA,NA,NA,NA,531,unjoined,6769shuiym,"Phylogeny, historical biogeography and characters evolution of the"
Pyrrosia_lanceolata,0,NA,0,NA,0,NA,1272,KY931087,564,KY931239,631,KY931239,842,KY931375,3309,voucher,zhang9104,NA
Pyrrosia_linearifolia,0,NA,0,NA,0,NA,1272,KY931090,564,KY931242,632,KY931242,771,KY931378,3239,voucher,knapp3762,NA
Pyrrosia_lingua,0,NA,0,NA,0,NA,1272,KY931096,564,KY931248,630,KY931248,839,KY931382,3305,voucher,zhang6890,NA
Pyrrosia_longifolia,0,NA,0,NA,0,NA,1273,KY931103,564,KY931254,619,KY931254,835,KY931388,3291,voucher,zhang9088,NA
Pyrrosia_mannii,0,NA,0,NA,0,NA,1272,KY931105,564,KY931256,573,KY931256,827,KY931390,3236,voucher,fraserjenkinsfn10,NA
Pyrrosia_matsudai,0,NA,0,NA,0,NA,1273,KY931107,564,KY931259,576,KY931259,0,NA,2413,voucher,knapp3796,NA
Pyrrosia_niphoboloides,0,NA,0,NA,0,NA,1280,DQ642168,0,NA,552,DQ642207,331,DQ642254,2163,voucher,cultrbgedinburghcollnr19601780schneidersn,NA
Pyrrosia_nummulariifolia,0,NA,654,JX103671,0,NA,1178,JX103713,542,JX103755,605,JX103755,225,JX103797,3204,voucher,wu2570,NA
Pyrrosia_pannosa,0,NA,358,KY064556,0,NA,1174,KY064529,0,NA,516,KY064577,0,NA,2048,voucher,tns01184186,NA
Pyrrosia_penangiana,0,NA,0,NA,820,KY632999,1277,KY632806,0,NA,0,NA,0,NA,2097,voucher,3014weir,NA
Pyrrosia_petiolosa,0,NA,0,NA,0,NA,1270,KY931126,564,KY931279,592,KY931279,810,KY931406,3236,voucher,zhang1031,NA
Pyrrosia_piloselloides,0,NA,0,NA,0,NA,1273,KY931128,564,KY931281,566,KY931281,841,KY931408,3244,voucher,wade1409,NA
Pyrrosia_polydactyla,1506,EF463844,1278,EF463511,0,NA,1308,EF463259,0,NA,0,NA,0,NA,4092,voucher,ranker2080,NA
Pyrrosia_porosa,0,NA,0,NA,0,NA,1273,KY931135,564,KY931288,632,KY931288,850,KY931412,3319,voucher,cicuzza2079,NA
Pyrrosia_rasamalae,0,NA,0,NA,0,NA,1273,KY931082,564,KY931233,573,KY931233,837,KY931369,3247,voucher,wade4385,NA
Pyrrosia_rhodesiana,0,NA,0,NA,0,NA,1263,KY931104,564,KY931255,578,KY931255,558,KY931389,2963,voucher,ravelonarivo3000,NA
Pyrrosia_rupestris,0,NA,0,NA,0,NA,1320,AY362558,600,AY362623,694,AY362623,0,NA,2614,publication,NA,unraveling the phylogeny of polygrammoid ferns (polypodiaceae and
Pyrrosia_samarensis,0,NA,0,NA,0,NA,442,DQ642170,573,DQ642209,626,DQ642209,331,DQ642256,1972,voucher,cultbotgardleidennr824026hovenkampsn,NA
Pyrrosia_serpens,1506,EF463845,1278,EF463512,0,NA,1308,EF463260,0,NA,0,NA,0,NA,4092,voucher,ranker1933,NA
Pyrrosia_sheareri,0,NA,0,NA,0,NA,1270,KY931144,564,KY931297,637,KY931297,834,KY931419,3305,voucher,zhang1110,NA
Pyrrosia_similis,0,NA,0,NA,0,NA,1272,KY931147,564,KY931300,634,KY931300,830,KY931422,3300,voucher,zhang7040,NA
Pyrrosia_sphaerosticha,0,NA,0,NA,0,NA,1273,KY931152,564,KY931304,571,KY931304,840,KY931427,3248,voucher,wade3966,NA
Pyrrosia_stenophylla,0,NA,0,NA,0,NA,1273,KY931172,564,KY931324,632,KY931324,851,KY931446,3320,voucher,zhang6939,NA
Pyrrosia_stigmosa,0,NA,654,JX103674,0,NA,1178,JX103716,542,JX103758,609,JX103758,221,JX103800,3204,monophy,NA,NA
Pyrrosia_stolzii,0,NA,0,NA,0,NA,1273,KY931157,564,KY931310,570,KY931310,838,KY931433,3245,voucher,kayombo2711,NA
Pyrrosia_subfurfuracea,0,NA,0,NA,0,NA,1272,KY931160,564,KY931314,639,KY931314,834,KY931436,3309,voucher,zhang6613,NA
Radiovittaria_gardneriana,0,NA,0,NA,1090,KX896864,1195,MH359295,0,NA,0,NA,831,MH359321,3116,voucher,rothfel3740,NA
Radiovittaria_latifolia,629,KX165231,0,NA,0,NA,1309,KX165041,0,NA,0,NA,0,NA,1938,monophy,NA,NA
Radiovittaria_minima,629,KX165232,0,NA,0,NA,1314,U21288,0,NA,0,NA,0,NA,1943,monophy,NA,NA
Radiovittaria_moritziana,627,KX165234,0,NA,0,NA,1309,KX165044,0,NA,0,NA,0,NA,1936,monophy,NA,NA
Radiovittaria_remota,NA,NA,NA,NA,NA,NA,1324,U21289,NA,NA,NA,NA,NA,NA,1324,unjoined,NA,Phylogeny of the Vittariaceae: convergent simplification leads to a
Radiovittaria_ruiziana,626,KX165236,0,NA,0,NA,1288,KX165046,0,NA,0,NA,0,NA,1914,monophy,NA,NA
Radiovittaria_stipitata,629,KX165237,0,NA,0,NA,1309,KX165047,0,NA,0,NA,0,NA,1938,voucher,eschuettpelz251,NA
Regnellidium_diphyllum,0,NA,1189,DQ643290,0,NA,1339,U24262,589,DQ536357,636,DQ536357,959,DQ643385,4712,monophy,NA,NA
Reholttumia_costata,NA,NA,NA,NA,NA,NA,1292,MT657517,NA,NA,NA,NA,NA,NA,1292,unjoined,taranker2609,Biogeography of Pacific pteridophytes in a global context
Reholttumia_ecallosa,0,NA,0,NA,0,NA,679,AF425113,577,AF425182,490,AF425182,354,AF425141,2100,voucher,cranfillch25,NA
Reholttumia_hudsoniana,NA,NA,NA,NA,NA,NA,1309,MT657516,NA,NA,NA,NA,NA,NA,1309,unjoined,krwood17108,Biogeography of Pacific pteridophytes in a global context
Reholttumia_truncata,0,NA,0,NA,0,NA,1268,JN572363,540,JN572201,438,JN572201,290,JN572278,2536,voucher,pe2681,NA
Rhachidosorus_blotianus,827,JN168064,1027,JN168044,0,NA,1292,JN168022,480,JN168097,633,JN168097,0,NA,4259,voucher,sglub46,NA
Rhachidosorus_consimilis,876,JN168065,1043,JN168045,0,NA,1038,JN168023,480,JN168098,632,JN168098,0,NA,4069,voucher,sgluj21,NA
Rhachidosorus_mesosorus,1751,JF832140,1286,JF832180,0,NA,1309,JF832084,0,NA,0,NA,0,NA,4346,voucher,matsumotosn,NA
Rhachidosorus_pulcher,1524,JF303998,1211,JF832181,1326,JF303962,1272,JF303971,0,NA,0,NA,0,NA,5333,monophy,NA,NA
Rheopteris_cheesmaniae,1453,EF452126,757,EF452063,282,KX896871,1291,EF452176,600,KU147323,115,KU147323,0,NA,4498,monophy,NA,NA
Rouxopteris_boryi,NA,NA,NA,NA,NA,NA,1257,KF992488,NA,NA,NA,NA,NA,NA,1257,unjoined,shennequin254,Evolutionary patterns in the assembly of fern diversity on the
Rumohra_adiantiformis,948,MF158004,1275,MF157746,0,NA,1237,MF157818,0,NA,435,MF157860,794,MF157966,4689,voucher,hiraiprado771,NA
Rumohra_berteroana,948,MF158019,1275,MF157762,0,NA,1308,KJ464503,0,NA,420,KJ464750,279,KJ464657,4230,voucher,danton1964,NA
Rumohra_glandulosissima,948,MF158021,1275,MF157763,0,NA,1237,MF157838,0,NA,435,MF157877,792,MF157986,4687,voucher,pradohirai2350,NA
Rumohra_linearisquamata,948,MF158022,1236,MF157764,0,NA,1231,MF157839,0,NA,435,MF157878,794,MF157987,4644,voucher,rouhan1395,NA
Rumohra_lokohensis,948,MF158024,1275,MF157767,0,NA,1237,MF157841,0,NA,435,MF157881,794,MF157990,4689,voucher,rouhan1167,NA
Rumohra_madagascarica,948,MF158031,1275,MF157774,0,NA,1231,MF157848,0,NA,435,MF157888,794,MF157997,4683,voucher,rouhan1349,NA
Rumohra_quadrangularis,948,MF158032,1147,MF157775,0,NA,1237,MF157849,0,NA,435,MF157889,794,MF157998,4561,voucher,pradohirai2408,NA
Saccoloma_brasiliense,NA,NA,NA,NA,NA,NA,1252,KJ628819,NA,NA,NA,NA,NA,NA,1252,unjoined,NA,Phylogenetic relatedness within neotropical fern communities
Saccoloma_domingense,NA,NA,NA,NA,NA,NA,1262,KJ628820,NA,NA,NA,NA,NA,NA,1262,unjoined,NA,Phylogenetic relatedness within neotropical fern communities
Saccoloma_elegans,0,NA,1204,HQ157279,0,NA,1301,HQ157302,523,GU478639,216,GU478639,114,GU478728,3358,monophy,NA,NA
Saccoloma_inaequale,1506,EF463858,1278,EF463520,1324,JF303914,1308,EF463265,0,NA,0,NA,0,NA,5416,voucher,christenhusz4233,NA
Saccoloma_nigrescens,NA,NA,NA,NA,NA,NA,1309,MW138256,NA,NA,NA,NA,NA,NA,1309,unjoined,jhnitta734,A taxonomic and molecular survey of the pteridophytes of the
Sadleria_cyatheoides,1737,JF832141,1278,EF463356,1326,JF832288,1308,EF463161,0,NA,0,NA,0,NA,5649,voucher,schuettpelz507,NA
